Condition,mental,change,want_change,genes,punish,control,wrong,distress,common
obese,1,1,7,5,4,7,5,7,36
obese,,,,,,,,,
obese,,,,,,,,,
obese,,,,,,,,,
obese,1,5,7,6,4,2,1,7,70
obese,2,5,7,4,4,5,5,6,60
obese,,,,,,,,,
obese,,,,,,,,,
obese,1,6,5,4,4,6,2,5,18
obese,1,5,6,5,4,5,4,5,59
obese,1,3,6,3,4,7,6,6,75
obese,,,,,,,,,
obese,1,5,6,4,4,5,3,6,36
obese,1,3,4,4,4,6,2,5,29
obese,,,,,,,,,
obese,4,5,6,5,5,5,6,6,71
obese,,,,,,,,,
obese,1,5,6,4,4,4,6,7,45
obese,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,1,5,7,3,4,3,2,5,13
dep,,,,,,,,,
dep,6,5,7,6,6,5,6,6,63
dep,,,,,,,,,
dep,4,4,4,4,4,4,4,4,50
dep,7,7,7,4,4,1,4,7,62
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,7,6,4,4,4,3,6,10
dep,3,3,4,3,4,6,2,5,43
dep,4,5,3,4,5,4,5,4,43
dep,,,,,,,,,
dep,3,6,5,4,4,2,4,4,13
dep,,,,,,,,,
dep,5,6,4,6,5,3,4,6,78
dep,1,4,4,1,4,4,1,4,50
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,3,5,3,4,4,5,4,41
dep,7,7,6,1,4,2,1,7,50
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,6,7,4,4,2,1,6,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,6,5,4,2,1,5,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,6,5,3,1,1,7,38
dep,4,6,4,3,5,5,5,5,49
dep,6,5,6,5,4,2,2,6,32
dep,5,4,4,4,4,7,2,4,56
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,6,5,4,5,5,5,5,45
dep,3,5,7,2,4,3,1,7,20
dep,4,5,4,3,5,4,4,4,84
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,6,5,4,3,1,7,23
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,3,2,3,3,4,2,3,48
dep,3,2,2,3,3,2,2,3,15
dep,4,7,7,5,4,1,6,7,30
dep,,,,,,,,,
dep,4,3,5,5,4,4,4,7,25
dep,5,5,4,7,6,4,4,5,39
dep,2,6,6,6,4,3,2,7,67
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,3,2,4,3,4,3,7,73
dep,,,,,,,,,
dep,5,6,5,3,4,5,7,6,12
dep,5,7,7,4,4,2,3,7,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,4,6,5,6,5,5,5,60
dep,6,6,6,7,7,7,7,7,100
dep,,,,,,,,,
dep,7,7,7,7,6,7,7,7,100
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,3,6,4,4,3,1,7,10
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,7,6,4,3,5,7,80
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,4,4,4,4,4,4,4,38
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,6,4,4,5,6,6,30
dep,,,,,,,,,
dep,5,5,7,4,4,2,1,6,85
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,6,4,6,2,7,20
dep,5,4,7,2,2,2,3,7,10
dep,,,,,,,,,
dep,5,1,1,1,4,7,1,1,46
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,6,4,3,5,2,5,4,19
dep,5,5,5,5,4,2,5,6,10
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,5,6,4,4,2,1,7,30
dep,,,,,,,,,
dep,5,6,7,6,4,2,2,7,10
dep,4,5,7,4,5,6,6,7,58
dep,,,,,,,,,
dep,2,7,7,3,4,4,1,6,40
dep,,,,,,,,,
dep,7,7,7,4,4,4,4,6,38
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,5,3,2,3,4,3,7,19
dep,,,,,,,,,
dep,3,2,3,2,4,6,5,2,15
dep,,,,,,,,,
dep,5,4,6,4,4,5,4,7,50
dep,,,,,,,,,
dep,3,5,6,4,4,3,1,5,15
dep,,,,,,,,,
dep,6,6,5,6,4,3,5,5,36
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,6,6,7,6,6,6,5,86
dep,7,5,6,5,4,2,6,7,10
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,7,7,4,4,2,1,7,60
dep,3,7,7,6,4,1,1,7,50
dep,6,6,5,3,4,1,1,7,73
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,4,7,5,4,4,1,7,35
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,7,4,4,4,1,7,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,7,5,6,6,3,3,7,65
dep,,,,,,,,,
dep,3,5,7,4,4,3,2,7,12
dep,6,3,2,2,4,2,5,4,74
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,2,7,4,4,6,7,7,21
dep,6,6,6,5,4,2,7,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,3,5,1,4,5,4,6,49
dep,3,5,5,3,5,5,4,5,67
dep,,,,,,,,,
dep,6,7,7,2,4,1,1,7,32
dep,,,,,,,,,
dep,5,6,7,4,4,2,1,7,10
dep,5,7,7,5,4,1,1,7,11
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,6,6,2,4,3,4,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,4,5,5,4,4,1,5,26
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,6,5,3,2,2,6,29
dep,,,,,,,,,
dep,3,5,6,4,4,4,1,5,33
dep,5,7,7,5,5,2,6,6,1
dep,,,,,,,,,
dep,5,5,6,2,6,2,2,7,25
dep,7,6,6,3,4,3,1,5,7
dep,,,,,,,,,
dep,5,5,6,3,4,2,1,7,18
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,5,4,2,1,7,10
dep,5,4,7,3,4,5,2,7,40
dep,3,4,7,5,4,4,1,6,35
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,4,4,2,4,1,7,50
dep,2,5,6,5,4,4,1,5,70
dep,,,,,,,,,
dep,7,5,5,5,3,1,1,7,24
dep,,,,,,,,,
dep,4,3,7,4,4,1,4,7,29
dep,4,4,6,3,4,4,3,5,40
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,5,6,6,4,2,1,6,50
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,5,6,4,4,3,5,7,81
dep,6,7,7,4,4,2,7,7,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,4,7,5,3,2,3,5,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,4,7,3,4,4,7,7,45
dep,,,,,,,,,
dep,3,4,3,3,4,4,3,2,55
dep,2,5,7,5,3,2,1,7,52
dep,5,7,7,4,1,1,1,7,19
dep,5,6,5,4,4,1,2,4,73
dep,4,7,7,1,5,4,4,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,6,6,2,4,5,5,6,21
dep,,,,,,,,,
dep,3,4,6,5,3,2,5,7,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,6,7,4,4,4,5,6,23
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,6,3,1,1,6,34
dep,,,,,,,,,
dep,6,7,7,5,4,2,5,7,16
dep,5,4,4,4,4,1,1,7,60
dep,3,4,4,5,5,2,5,2,37
dep,,,,,,,,,
dep,2,3,7,1,4,3,1,6,50
dep,5,5,7,3,3,3,1,7,75
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,6,7,4,4,2,1,6,7
dep,6,5,5,6,4,2,4,6,12
dep,7,7,7,5,4,6,1,7,65
dep,,,,,,,,,
dep,7,7,7,4,4,1,1,7,10
dep,3,4,5,3,4,3,4,7,40
dep,5,7,7,5,4,2,1,7,44
dep,,,,,,,,,
dep,6,5,7,2,4,2,6,6,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,6,4,1,5,7,19
dep,,,,,,,,,
dep,6,6,7,5,4,2,6,7,40
dep,6,5,6,4,4,3,2,7,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,6,7,5,4,2,1,6,10
dep,,,,,,,,,
dep,5,7,7,5,4,1,7,7,46
dep,4,4,7,4,3,2,3,7,4
dep,,,,,,,,,
dep,5,6,7,4,4,5,2,7,7
dep,5,3,7,3,4,2,1,4,12
dep,,,,,,,,,
dep,5,3,5,5,4,5,2,7,25
dep,5,2,6,4,4,4,7,5,35
dep,3,3,5,4,5,5,3,5,18
dep,5,4,4,4,4,7,1,7,10
dep,4,7,7,5,4,2,1,6,12
dep,,,,,,,,,
dep,7,4,4,4,4,4,7,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,6,5,5,5,5,4,3,70
dep,,,,,,,,,
dep,6,6,6,2,4,3,1,7,16
dep,3,2,5,5,2,2,3,7,25
dep,,,,,,,,,
dep,3,3,7,5,4,4,5,6,28
dep,5,6,7,4,3,4,1,7,15
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,4,7,5,4,3,2,6,40
dep,,,,,,,,,
dep,6,7,7,5,2,1,2,7,19
dep,,,,,,,,,
dep,5,4,4,4,4,4,4,4,63
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,4,6,3,4,5,2,5,59
dep,5,3,6,5,4,2,1,6,26
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,5,5,4,2,1,5,36
dep,,,,,,,,,
dep,5,5,6,4,4,2,5,7,5
dep,,,,,,,,,
dep,6,4,7,1,4,5,2,5,29
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,3,7,2,4,3,4,5,19
dep,2,5,6,4,4,6,3,5,42
dep,4,5,5,4,4,3,3,5,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,7,6,4,4,5,6,38
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,4,7,5,4,3,1,7,50
dep,,,,,,,,,
dep,4,3,7,1,3,5,1,7,15
dep,5,7,6,6,4,2,1,7,25
dep,1,5,7,4,4,4,1,7,29
dep,6,7,4,4,4,3,1,7,71
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,7,5,4,2,1,7,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,4,7,5,4,3,3,6,15
dep,7,6,7,4,3,1,1,7,80
dep,3,5,7,2,4,5,5,7,20
dep,5,5,6,5,4,3,4,6,50
dep,,,,,,,,,
dep,1,5,3,3,3,4,4,4,65
dep,,,,,,,,,
dep,7,6,6,4,1,1,1,7,20
dep,5,5,7,4,4,1,1,7,61
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,6,7,4,4,2,1,7,30
dep,,,,,,,,,
dep,5,7,7,4,2,5,4,7,34
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,7,5,3,1,7,7,19
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,2,4,3,4,6,60
dep,,,,,,,,,
dep,5,5,7,5,3,2,2,6,48
dep,5,5,7,3,4,2,2,7,19
dep,,,,,,,,,
dep,4,7,6,5,4,1,1,7,15
dep,6,6,7,6,4,1,1,7,33
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,6,7,4,2,2,1,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,5,5,2,5,4,5,68
dep,3,7,7,5,2,2,1,7,25
dep,3,5,7,4,4,3,1,7,38
dep,,,,,,,,,
dep,6,6,7,5,4,2,1,6,10
dep,7,7,4,4,1,3,1,7,46
dep,,,,,,,,,
dep,3,5,5,3,5,6,2,5,34
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,6,5,4,4,2,6,26
dep,5,5,5,4,4,2,4,5,38
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,2,6,2,1,4,4,6,8
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,3,5,4,4,4,3,5,15
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,7,7,3,3,2,3,7,75
dep,6,4,6,3,4,6,2,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,1,3,7,3,4,3,5,6,35
dep,3,5,5,4,4,3,2,7,60
dep,,,,,,,,,
dep,3,7,7,4,4,1,1,7,20
dep,5,6,7,5,4,4,6,7,14
dep,6,3,7,3,4,5,1,7,50
dep,,,,,,,,,
dep,4,4,4,4,5,5,5,4,73
dep,,,,,,,,,
dep,7,7,7,4,4,3,7,7,60
dep,,,,,,,,,
dep,4,5,6,1,4,4,1,7,60
dep,,,,,,,,,
dep,3,3,7,7,1,1,1,7,81
dep,4,4,7,1,4,3,2,7,17
dep,,,,,,,,,
dep,6,5,6,6,4,4,5,4,48
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,4,7,1,4,4,7,7,30
dep,5,4,7,4,4,3,1,7,35
dep,,,,,,,,,
dep,3,4,6,2,4,5,4,6,18
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,1,7,4,1,1,7,39
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,4,4,3,3,5,20
dep,,,,,,,,,
dep,6,6,7,6,4,2,1,7,80
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,4,6,5,3,1,3,6,7
dep,7,5,7,1,4,1,1,7,60
dep,5,4,6,6,4,2,2,6,40
dep,7,6,6,6,4,2,1,7,39
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,3,6,2,4,4,5,6,10
dep,4,5,4,4,4,4,3,4,1
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,6,6,2,4,2,4,7,24
dep,7,4,7,3,2,2,1,7,60
dep,,,,,,,,,
dep,1,3,7,1,4,1,1,7,22
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,7,7,3,4,3,3,7,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,4,4,6,4,1,7,6,30
dep,6,5,7,5,4,2,1,6,37
dep,,,,,,,,,
dep,5,4,7,4,4,1,1,5,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,5,4,5,4,6,15
dep,,,,,,,,,
dep,7,4,7,4,4,1,1,7,25
dep,4,7,6,5,4,2,3,5,70
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,5,4,2,1,6,16
dep,3,5,5,6,3,4,3,6,6
dep,,,,,,,,,
dep,1,3,7,1,4,7,5,6,20
dep,4,2,5,6,4,5,3,5,20
dep,6,7,4,2,4,3,4,7,9
dep,,,,,,,,,
dep,3,4,4,4,4,4,3,5,10
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,7,4,4,5,2,5,5,40
dep,7,7,7,5,1,1,1,7,20
dep,,,,,,,,,
dep,5,5,6,4,3,2,2,6,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,3,5,4,4,5,4,30
dep,,,,,,,,,
dep,6,4,7,4,4,2,1,7,5
dep,5,4,2,5,4,4,4,4,28
dep,5,6,5,5,5,6,6,4,51
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,7,7,7,3,1,1,7,31
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,4,3,2,1,7,10
dep,4,1,1,2,4,7,2,7,1
dep,2,4,3,3,7,2,3,7,70
dep,6,5,7,3,3,4,7,7,42
dep,3,5,7,2,3,4,4,7,22
dep,,,,,,,,,
dep,2,4,5,6,4,3,4,5,35
dep,6,4,6,1,4,5,1,6,41
dep,6,4,7,5,4,2,3,7,45
dep,,,,,,,,,
dep,3,5,7,5,4,1,4,6,30
dep,3,3,4,4,7,6,7,4,33
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,7,6,3,2,1,7,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,6,3,4,3,1,6,11
dep,,,,,,,,,
dep,5,5,5,4,4,3,3,6,11
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,5,5,2,4,4,4,5,10
dep,2,7,7,3,4,2,1,7,60
dep,,,,,,,,,
dep,5,5,6,4,3,3,4,6,42
dep,,,,,,,,,
dep,4,4,6,3,4,1,2,6,50
dep,,,,,,,,,
dep,5,4,6,5,4,3,1,7,60
dep,5,5,6,2,3,1,1,6,10
dep,,,,,,,,,
dep,4,4,5,5,4,6,5,5,52
dep,,,,,,,,,
dep,4,5,5,3,4,4,1,7,50
dep,6,6,7,5,3,2,7,7,60
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,5,7,5,2,2,2,6,26
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,4,5,2,4,4,4,6,35
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,6,5,6,5,5,5,4,
dep,,,,,,,,,
dep,3,5,5,4,3,2,5,6,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,5,4,4,5,6,5,65
dep,,,,,,,,,
dep,6,6,7,6,4,2,1,7,40
dep,6,6,6,4,4,3,2,7,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,3,5,4,2,4,1,3,17
dep,,,,,,,,,
dep,6,6,7,4,2,2,4,7,7
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,7,7,7,3,1,1,7,35
dep,5,6,7,5,4,2,2,7,5
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,6,6,5,4,3,3,7,32
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,6,5,5,1,2,3,6,65
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,2,7,5,4,6,5,7,78
dep,5,4,6,4,3,3,5,6,30
dep,,,,,,,,,
dep,4,4,7,5,4,2,1,7,15
dep,,,,,,,,,
dep,5,3,7,5,3,2,1,7,30
dep,,,,,,,,,
dep,5,5,7,4,4,1,7,5,87
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,7,7,4,3,1,3,7,25
dep,,,,,,,,,
dep,2,6,7,5,3,3,1,7,20
dep,,,,,,,,,
dep,4,3,7,3,4,1,1,7,15
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,4,6,5,3,3,2,5,45
dep,,,,,,,,,
dep,5,5,5,5,5,6,5,4,55
dep,6,6,7,6,4,5,2,7,46
dep,,,,,,,,,
dep,2,5,6,2,3,3,2,6,60
dep,4,5,6,5,3,4,2,7,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,4,7,4,4,4,7,6,21
dep,1,4,4,4,1,4,1,5,71
dep,4,4,4,4,4,4,4,4,7
dep,4,6,6,6,4,2,1,7,24
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,2,3,3,4,5,3,7,74
dep,5,4,5,2,6,3,4,3,61
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,6,3,2,4,4,2,5,30
dep,7,7,7,1,4,1,1,7,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,5,4,4,2,6,7,29
dep,2,5,6,2,3,4,5,4,23
dep,5,5,7,4,3,4,2,7,15
dep,5,6,4,3,4,3,3,7,35
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,4,5,5,3,4,5,4,22
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,6,4,3,4,4,2,6,40
dep,5,5,3,3,4,2,2,7,14
dep,,,,,,,,,
dep,1,7,4,5,1,1,7,7,30
dep,1,7,7,5,4,3,1,6,63
dep,4,5,6,4,4,3,2,6,41
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,4,7,4,4,3,1,6,35
dep,,,,,,,,,
dep,7,7,7,4,3,1,1,7,25
dep,,,,,,,,,
dep,5,5,7,4,4,1,1,6,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,1,6,6,1,2,4,3,6,19
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,6,7,4,4,1,5,7,5
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,5,7,5,4,2,5,5,30
dep,7,7,5,5,6,1,4,7,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,4,5,4,3,1,6,60
dep,,,,,,,,,
dep,4,3,6,3,4,4,3,4,20
dep,5,6,4,3,3,5,2,7,45
dep,4,5,7,4,4,3,4,6,8
dep,6,4,6,4,4,2,2,5,61
dep,4,5,7,4,2,2,3,7,15
dep,5,5,5,2,4,4,7,6,30
dep,5,7,7,5,4,2,1,7,65
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,2,7,4,4,1,1,5,50
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,6,4,4,7,3,7,5,40
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,7,1,4,7,7,7,2,
dep,5,5,7,4,4,2,1,6,19
dep,5,6,5,5,4,3,1,4,44
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,7,5,7,4,3,5,7,7,15
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,6,5,5,6,6,5,6,68
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,7,5,4,4,5,7,62
dep,,,,,,,,,
dep,4,6,5,4,4,3,2,6,20
dep,7,7,7,6,2,1,4,7,23
dep,3,4,5,4,4,3,2,6,15
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,2,3,2,4,3,5,60
dep,,,,,,,,,
dep,4,5,5,3,2,4,4,4,63
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,3,7,6,4,2,1,6,30
dep,5,5,6,3,4,3,5,6,43
dep,5,4,6,5,4,2,3,6,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,3,6,4,4,2,4,6,30
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,5,7,5,4,5,1,7,66
dep,5,4,6,4,4,4,3,5,25
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,6,6,4,2,1,5,37
dep,,,,,,,,,
dep,6,6,7,4,4,2,1,6,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,6,2,4,3,4,6,29
dep,5,5,7,3,4,4,5,6,20
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,5,2,5,2,5,6,22
dep,3,5,7,5,4,2,1,7,20
dep,,,,,,,,,
dep,5,4,5,4,4,4,1,7,25
dep,2,4,5,4,5,3,2,5,29
dep,7,3,7,4,1,1,1,7,5
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,4,5,6,5,4,4,2,7,32
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,4,7,4,4,4,1,7,25
dep,4,5,6,3,4,4,2,6,25
dep,5,3,5,3,3,3,3,5,18
dep,5,4,5,2,4,2,2,7,35
dep,,,,,,,,,
dep,,,,,,,,,
dep,6,4,7,4,2,3,4,7,51
dep,6,5,7,4,3,2,3,7,19
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,7,6,5,4,4,1,5,55
dep,,,,,,,,,
dep,5,3,4,4,4,6,4,6,39
dep,,,,,,,,,
dep,5,5,6,6,3,2,1,6,24
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,7,6,5,6,5,6,5,51
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,,,,,,,,,
dep,2,2,6,2,4,3,2,4,23
dep,,,,,,,,,
dep,,,,,,,,,
dep,5,5,6,4,4,4,1,7,51
dep,,,,,,,,,
dep,5,7,7,4,1,1,1,7,17
dep,,,,,,,,,
dep,1,3,6,1,4,6,2,6,71
dep,3,7,6,5,4,3,1,7,50
dep,,,,,,,,,
dep,,,,,,,,,
dep,3,7,7,3,4,4,3,7,70
dep,,,,,,,,,
dep,7,7,7,1,4,1,1,7,21
dep,6,4,5,3,4,3,4,5,42
dep,5,7,7,6,4,2,1,7,25
dep,,,,,,,,,
dep,,,,,,,,,
